NUMERO_ED;École doctorale;Sigle de l'ED;NUMERO_DS;DOMAINE_SCIENTIFIQUE;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;ANNEE_SOUTENANCE;PREMIERS_INSCRITS;PREMIERS_INSCRITS_F;PREMIERS_INSCRITS_H;TOTAL_INSCRITS;TOTAL_INSCRITS_F;TOTAL_INSCRITS_H;NOMBRE_SOUTENANCES;NOMBRE_SOUTENANCES_F;NOMBRE_SOUTENANCES_H;MOINS_DE_40_MOIS;DE_40_A_52_MOIS;DE_52_A_72_MOIS;PLUS_DE_6_ANS;id_paysage_ED
182;École doctorale Physique et chimie-physique;;2;Physique;2013;2012-13;2012;2012;38;7;31;149;37;112;45;14;31;;;;;3My6I
184;École doctorale Mathématiques et informatique de Marseille;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;20;6;14;97;24;73;20;4;16;;;;;DDObG
205;École doctorale Interdisciplinaire Sciences-Santé;EDISS;5;Biologie, médecine et santé;2013;2012-13;2012;2012;56;21;35;239;126;113;57;34;23;;;;;69W38
205;École doctorale Interdisciplinaire Sciences-Santé;EDISS;7;Sciences de la société;2013;2012-13;2012;2012;10;4;6;45;19;26;8;5;3;;;;;69W38
211;École doctorale Sciences exactes et leurs applications;ED SEA;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;10;2;8;34;6;28;15;5;10;;;;;1G1iC
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;2;Physique;2013;2012-13;2012;2012;2;0;2;3;1;2;0;0;0;;;;;fPs1t
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;7;Sciences de la société;2013;2012-13;2012;2012;3;0;3;3;0;3;0;0;0;;;;;fPs1t
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;81;19;62;273;57;216;73;14;59;;;;;Ehx7v
227;École doctorale Sciences de la nature et de l'homme;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;7;7;0;36;25;11;7;5;2;;;;;xiDA5
227;École doctorale Sciences de la nature et de l'homme;;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;6;4;2;20;10;10;9;5;4;;;;;xiDA5
231;École doctorale Économie et gestion;EDEG;7;Sciences de la société;2013;2012-13;2012;2012;44;20;24;167;88;79;26;13;13;;;;;KT720
240;École doctorale Sciences de l'homme et de la société;SHS;7;Sciences de la société;2013;2012-13;2012;2012;18;9;9;86;37;49;12;5;7;;;;;j345k
242;École doctorale Économie - Gestion - Normandie;;7;Sciences de la société;2013;2012-13;2012;2012;20;12;8;151;67;84;21;11;10;;;;;z35ku
260;École doctorale pluridisciplinaire;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;9;3;6;31;12;19;5;2;3;;;;;sCk1f
265;École doctorale Langues, littératures et sociétés du monde;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;75;45;30;298;189;109;28;12;16;;;;;4YWGW
266;École doctorale Biologie, santé, environnement;BIOSE;5;Biologie, médecine et santé;2013;2012-13;2012;2012;42;20;22;164;84;80;59;34;25;;;;;386V9
267;École doctorale Arts et médias;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;78;51;27;341;242;99;31;20;11;;;;;eCF5C
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;2;Physique;2013;2012-13;2012;2012;0;0;0;5;1;4;4;2;2;;;;;5E625
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;6;Sciences humaines et humanités;2013;2012-13;2012;2012;0;0;0;1;1;0;0;0;0;;;;;5E625
279;École doctorale Arts plastiques, esthétique et sciences de l'art;APESA;6;Sciences humaines et humanités;2013;2012-13;2012;2012;40;25;15;295;204;91;44;35;9;;;;;BpW1j
284;École doctorale Droit et Science Politique;DSP;7;Sciences de la société;2013;2012-13;2012;2012;23;14;9;55;31;24;6;2;4;;;;;ahH92
285;École doctorale Sciences pratiques;;7;Sciences de la société;2013;2012-13;2012;2012;7;4;3;37;21;16;2;1;1;;;;;Jd3t2
285;École doctorale Sciences pratiques;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;36;9;27;125;27;98;38;7;31;;;;;Jd3t2
285;École doctorale Sciences pratiques;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;11;4;7;35;9;26;6;1;5;;;;;Jd3t2
287;École doctorale Sciences pour l'ingénieur;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;13;1;12;46;13;33;11;4;7;;;;;48Q1j
287;École doctorale Sciences pour l'ingénieur;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;52;25;27;158;60;98;30;14;16;;;;;48Q1j
300;École doctorale Sciences Économiques;ED SE;7;Sciences de la société;2013;2012-13;2012;2012;6;2;4;72;29;43;19;8;11;;;;;5x3fM
304;École doctorale Sciences et environnements;;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;10;4;6;27;12;15;12;3;9;;;;;2ywZn
306;École doctorale Sciences des procédés, sciences des aliments;;4;Chimie;2013;2012-13;2012;2012;3;2;1;12;3;9;0;0;0;;;;;adF7W
306;École doctorale Sciences des procédés, sciences des aliments;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;21;8;13;61;31;30;22;11;11;;;;;adF7W
306;École doctorale Sciences des procédés, sciences des aliments;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;1;0;1;2;0;2;1;1;0;;;;;adF7W
351;École doctorale Sciences physiques, mathématiques et de l'information pour l'ingénieur;SPMII;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;5;2;3;35;18;17;10;4;6;;;;;rY4EP
351;École doctorale Sciences physiques, mathématiques et de l'information pour l'ingénieur;SPMII;2;Physique;2013;2012-13;2012;2012;13;2;11;39;14;25;11;4;7;;;;;rY4EP
351;École doctorale Sciences physiques, mathématiques et de l'information pour l'ingénieur;SPMII;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;31;12;19;120;40;80;22;3;19;;;;;rY4EP
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;0;0;0;8;4;4;0;0;0;;;;;vk5Kp
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;18;5;13;20;5;15;11;1;10;;;;;vk5Kp
356;École doctorale Cognition, langage, éducation;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;12;5;7;23;12;11;5;2;3;;;;;55Cpz
364;École doctorale Sciences fondamentales et appliquées;EDSFA;4;Chimie;2013;2012-13;2012;2012;11;8;3;30;22;8;10;3;7;;;;;E483q
372;École doctorale Sciences économiques et de gestion;;7;Sciences de la société;2013;2012-13;2012;2012;55;22;33;248;110;138;57;28;29;;;;;JK63A
377;École doctorale Environnement et société;;4;Chimie;2013;2012-13;2012;2012;3;2;1;18;11;7;5;0;5;;;;;ZMG5u
377;École doctorale Environnement et société;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;2;2;0;2;2;0;0;0;0;;;;;ZMG5u
378;École doctorale Sciences de l'homme et de la société;SHS;6;Sciences humaines et humanités;2013;2012-13;2012;2012;13;10;3;76;46;30;9;5;4;;;;;3XKuF
382;École doctorale Économie, espaces, sociétés, civilisations : pensée critique, politique et pratique sociale;EESC;6;Sciences humaines et humanités;2013;2012-13;2012;2012;20;11;9;141;73;68;10;7;3;;;;;9NI1W
387;École doctorale Interdisciplinaire pour le vivant;I-ViV;2;Physique;2013;2012-13;2012;2012;6;3;3;23;12;11;6;4;2;;;;;06uKM
390;École doctorale Génie des procédés et technologies avancées;;4;Chimie;2013;2012-13;2012;2012;5;3;2;20;8;12;6;2;4;;;;;sK3wm
392;École doctorale Diversité du vivant;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;6;4;2;51;23;28;15;6;9;;;;;537J0
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;5;Biologie, médecine et santé;2013;2012-13;2012;2012;30;18;12;136;78;58;20;10;10;;;;;69445
397;École doctorale Physique et chimie des matériaux;;2;Physique;2013;2012-13;2012;2012;28;7;21;99;33;66;17;8;9;;;;;WxSt9
400;École doctorale Savoirs scientifiques : épistémologie, histoire des sciences, didactique des disciplines;;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;0;0;0;4;1;3;0;0;0;;;;;nRax3
400;École doctorale Savoirs scientifiques : épistémologie, histoire des sciences, didactique des disciplines;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;0;0;0;16;8;8;4;2;2;;;;;nRax3
401;École doctorale Sciences sociales;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;46;21;25;195;85;110;14;5;9;;;;;raQ7K
405;École doctorale Économie, management,mathématiques et physique de Cergy;EM2C;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;7;1;6;23;10;13;5;3;2;;;;;QbwSB
406;École doctorale Chimie moléculaire de Paris centre;;4;Chimie;2013;2012-13;2012;2012;29;12;17;110;41;69;31;13;18;;;;;a5dKy
409;École doctorale Énergie, mécanique, matériaux;EMMA;4;Chimie;2013;2012-13;2012;2012;24;8;16;93;32;61;31;14;17;;;;;KXlbK
411;École doctorale Humanités nouvelles : Fernand Braudel;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;38;27;11;177;101;76;25;14;11;;;;;l2rFh
412;École doctorale Lorraine de chimie et physique moléculaires : synthèses, expériences, simulations, applications : de la molécule aux édifices supramoléculaires;SESAMES;4;Chimie;2013;2012-13;2012;2012;25;9;16;65;30;35;17;4;13;;;;;mvHX2
413;École doctorale Sciences de la terre et de l'environnement;STE;6;Sciences humaines et humanités;2013;2012-13;2012;2012;3;1;2;15;6;9;1;0;1;;;;;u9BA9
414;École doctorale Sciences de la vie et de la santé;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;0;0;0;0;0;0;1;1;0;;;;;YI4xS
419;École doctorale Signalisations et réseaux intégratifs en biologie;BIO-SIGNE;5;Biologie, médecine et santé;2013;2012-13;2012;2012;33;23;10;137;90;47;24;9;15;;;;;rDuFq
420;École doctorale Santé publique Paris 11 - Paris 5;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;36;21;15;133;83;50;33;25;8;;;;;3BNdi
423;École doctorale Des génomes aux organismes;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;2;2;0;5;3;2;3;2;1;;;;;VguHK
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;0;0;0;6;2;4;2;0;2;;;;;mC35U
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;0;0;0;1;0;1;0;0;0;;;;;mC35U
446;École doctorale Biologie - Santé;EDBSL;4;Chimie;2013;2012-13;2012;2012;0;0;0;0;0;0;2;0;2;;;;;4iEUF
446;École doctorale Biologie - Santé;EDBSL;6;Sciences humaines et humanités;2013;2012-13;2012;2012;0;0;0;0;0;0;2;1;1;;;;;4iEUF
447;École doctorale de l'école polytechnique;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;23;6;17;87;15;72;24;5;19;;;;;zgCCh
467;École doctorale Aéronautique, astronautique;AA;2;Physique;2013;2012-13;2012;2012;0;0;0;6;0;6;0;0;0;;;;;U7l45
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;2;Physique;2013;2012-13;2012;2012;1;0;1;17;5;12;1;1;0;;;;;E727j
481;École doctorale Sciences sociales et humanités;SSH;6;Sciences humaines et humanités;2013;2012-13;2012;2012;39;26;13;118;78;40;8;6;2;;;;;E3z5j
482;École doctorale Sciences de la matière;SDM;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;17;8;9;30;12;18;3;2;1;;;;;kmeZ4
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;14;6;8;74;34;40;5;1;4;;;;;hc6u4
485;École doctorale Éducation, Psychologie, Information et Communication;EPIC;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;6;3;3;36;19;17;4;3;1;;;;;O82eL
486;École doctorale Sciences économiques et de gestion;SEG;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;0;0;0;1;1;0;2;2;0;;;;;h1GZ3
488;École doctorale Sciences, ingénierie, santé;SIS;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;9;4;5;31;9;22;10;2;8;;;;;Fy2lK
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;5;3;2;17;5;12;5;0;5;;;;;6pT77
493;École doctorale Erasme;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;37;16;21;195;77;118;19;10;9;;;;;FPW4T
494;École doctorale Jean-Henri Lambert;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;4;1;3;26;9;17;12;0;12;;;;;A3m51
495;École doctorale Végétal, environnement, nutrition, agroalimentaire, mer;VENAM;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;0;0;0;0;0;0;1;0;1;;;;;HL495
501;École doctorale Droit, économie-gestion, sociétés, territoires;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;16;5;11;101;42;59;19;11;8;;;;;wE7WM
502;École doctorale Biologie - Santé;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;108;59;49;330;176;154;71;35;36;;;;;JCFV7
507;École doctorale Sciences humaines et sociales;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;97;46;51;387;198;189;58;25;33;;;;;3e7VM
508;École doctorale Normande de chimie;EDNC;5;Biologie, médecine et santé;2013;2012-13;2012;2012;3;1;2;3;1;2;1;0;1;;;;;E52OO
509;École doctorale Civilisations et sociétés euro-méditerranéennes et comparées;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;16;7;9;59;31;28;8;5;3;;;;;9tbyG
511;École doctorale Sciences et ingénierie;S&I;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;6;0;6;12;3;9;4;3;1;;;;;7aXuB
514;École doctorale Études anglophones, germanophones et européennes;EDEAGE;6;Sciences humaines et humanités;2013;2012-13;2012;2012;35;27;8;226;167;59;33;22;11;;;;;fuIQs
519;École doctorale Sciences humaines et sociales - Perspectives européennes;SHS-PE;7;Sciences de la société;2013;2012-13;2012;2012;24;14;10;135;76;59;18;14;4;;;;;2f5qs
521;École doctorale Sciences et ingénierie pour l'information, mathématiques;S2I;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;11;2;9;56;17;39;7;3;4;;;;;V6i83
521;École doctorale Sciences et ingénierie pour l'information, mathématiques;S2I;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;61;10;51;218;49;169;56;10;46;;;;;V6i83
521;École doctorale Sciences et ingénierie pour l'information, mathématiques;S2I;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;0;0;0;0;0;0;1;0;1;;;;;V6i83
524;École doctorale Biologie - santé;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;39;25;14;150;78;72;23;11;12;;;;;S7Kk6
526;École doctorale Sociétés et organisations;SORG;6;Sciences humaines et humanités;2013;2012-13;2012;2012;29;16;13;110;51;59;23;11;12;;;;;5F3Fd
526;École doctorale Sociétés et organisations;SORG;7;Sciences de la société;2013;2012-13;2012;2012;9;4;5;42;17;25;7;3;4;;;;;5F3Fd
529;École doctorale Cultures et sociétés;CS;7;Sciences de la société;2013;2012-13;2012;2012;13;9;4;59;31;28;4;1;3;;;;;XU9tb
531;École doctorale Sciences, ingénierie et environnement;SIE;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;0;0;0;1;0;1;0;0;0;;;;;b5BYq
531;École doctorale Sciences, ingénierie et environnement;SIE;6;Sciences humaines et humanités;2013;2012-13;2012;2012;0;0;0;0;0;0;1;1;0;;;;;b5BYq
534;École doctorale Modélisation et instrumentation en physique, énergie, géosciences et environnement;MIPEGE;2;Physique;2013;2012-13;2012;2012;22;4;18;92;28;64;21;4;17;;;;;K93eR
536;École doctorale Sciences et agrosciences;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;14;3;11;31;6;25;10;2;8;;;;;pHfqe
539;École doctorale Sciences et technologies de Versailles;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;8;1;7;40;7;33;9;2;7;;;;;nv3h8
541;École doctorale de sciences humaines et sociales de La Réunion;SHS;7;Sciences de la société;2013;2012-13;2012;2012;19;9;10;66;32;34;4;1;3;;;;;21SpE
542;École doctorale de sciences de La Réunion;STS;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;3;0;3;14;8;6;0;0;0;;;;;2pAql
543;École doctorale de Dauphine;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;15;6;9;45;11;34;13;2;11;;;;;u8w6A
543;École doctorale de Dauphine;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;8;0;8;30;7;23;5;2;3;;;;;u8w6A
546;École doctorale Abbé Grégoire;;2;Physique;2013;2012-13;2012;2012;5;1;4;25;7;18;9;1;8;;;;;ZSn7q
546;École doctorale Abbé Grégoire;;4;Chimie;2013;2012-13;2012;2012;0;0;0;2;2;0;1;0;1;;;;;ZSn7q
546;École doctorale Abbé Grégoire;;7;Sciences de la société;2013;2012-13;2012;2012;28;14;14;104;49;55;20;6;14;;;;;ZSn7q
547;École doctorale Sciences, Technologie, Santé;EDSTS;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;16;3;13;70;18;52;16;4;12;;;;;wEdn2
548;École doctorale Mer et Sciences;;2;Physique;2013;2012-13;2012;2012;1;0;1;3;1;2;0;0;0;;;;;QX0fS
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;1;1;0;2;2;0;1;0;1;;;;;B9ggO
549;École doctorale Santé, Sciences Biologiques et Chimie du Vivant;SSBCV;6;Sciences humaines et humanités;2013;2012-13;2012;2012;2;2;0;5;5;0;1;1;0;;;;;B9ggO
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;7;Sciences de la société;2013;2012-13;2012;2012;1;1;0;1;1;0;0;0;0;;;;;Mpudz
551;École doctorale Mathématiques, Informatique, Physique Théorique et Ingénierie des Systèmes;MIPTIS;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;2;1;1;6;1;5;0;0;0;;;;;Mpudz
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;2;Physique;2013;2012-13;2012;2012;18;5;13;39;12;27;23;5;18;;;;;NTZhw
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;17;5;12;49;18;31;12;6;6;;;;;NTZhw
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;4;Chimie;2013;2012-13;2012;2012;22;10;12;53;17;36;11;6;5;;;;;NTZhw
552;École doctorale Énergie - Matériaux - Sciences de la Terre et de l'Univers;EMTSU;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;14;5;9;73;18;55;18;3;15;;;;;NTZhw
553;École doctorale Carnot - Pasteur;;2;Physique;2013;2012-13;2012;2012;12;2;10;46;9;37;14;4;10;;;;;6h4Z7
554;École doctorale Environnements - Santé;E-S;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;4;3;1;10;6;4;2;0;2;;;;;ElyFU
555;École doctorale Sciences de l'Homme et de la Société;SHS;7;Sciences de la société;2013;2012-13;2012;2012;54;25;29;223;102;121;32;12;20;;;;;44G6m
8;École doctorale Histoire du droit, philosophie du droit et sociologie du droit;;7;Sciences de la société;2023;2022-23;2022;2022;10;5;5;83;43;40;5;2;3;0;0;1;4;pGSed
22;École doctorale Mondes anciens et médiévaux;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;24;19;5;158;92;66;27;13;14;5;5;11;6;fqCbl
37;École doctorale Sciences physiques pour l'ingénieur et microtechniques;SPIM;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;47;13;34;211;57;154;43;11;32;22;15;6;0;F7G1B
39;École doctorale Mathématiques et Informatique;EDMIB;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;40;14;26;129;37;92;32;7;25;19;11;2;0;TBj2X
41;École doctorale Droit;;7;Sciences de la société;2023;2022-23;2022;2022;34;17;17;287;133;154;38;17;21;1;4;6;27;KnOQK
42;École doctorale Entreprise, économie, société;EES;7;Sciences de la société;2023;2022-23;2022;2022;26;10;16;114;53;61;16;6;10;0;3;10;3;uO01d
50;École doctorale Langues, littératures et sciences humaines;LLSH;6;Sciences humaines et humanités;2023;2022-23;2022;2022;46;35;11;171;127;44;36;31;5;3;8;16;9;8THzQ
50;École doctorale Langues, littératures et sciences humaines;LLSH;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;2;2;0;26;14;12;8;5;3;0;3;3;2;8THzQ
62;École doctorale Sciences de la vie et de la santé;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;0;0;0;1;0;1;0;0;0;0;0;0;0;vZzE7
71;École doctorale Sciences pour l'ingénieur;;7;Sciences de la société;2023;2022-23;2022;2022;2;2;0;7;6;1;0;0;0;0;0;0;0;H6UYp
73;École doctorale Sciences économiques, sociales, de l'aménagement et du management;SESAM;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;1;0;1;1;0;1;0;0;0;0;0;0;0;IQ0Hk
78;École doctorale Sociétés, langages, temps, connaissances;STLC;6;Sciences humaines et humanités;2023;2022-23;2022;2022;33;13;20;193;109;84;24;17;7;1;9;8;6;vLU3i
84;École doctorale Sciences et technologies de l'information et de la communication;STIC;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;57;13;44;217;55;162;56;16;40;32;19;4;1;9wS2W
86;École doctorale Sociétés, humanités, arts, lettres;LSHS;7;Sciences de la société;2023;2022-23;2022;2022;4;2;2;30;16;14;4;1;3;1;1;1;1;O8E6y
122;École doctorale Europe latine - Amérique latine;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;14;10;4;76;53;23;16;14;2;4;2;2;8;z9lZY
139;École doctorale Connaissance, langage, modélisation;CLM;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;3;2;1;7;2;5;0;0;0;0;0;0;0;1lxGH
160;École doctorale Électronique, électrotechnique, automatique;EEA;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;8;2;6;36;10;26;11;3;8;6;4;1;0;EgfMQ
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2;Physique;2023;2022-23;2022;2022;0;0;0;1;0;1;1;1;0;0;1;0;0;7wCke
166;École doctorale Information, structures et systèmes;I2S;4;Chimie;2023;2022-23;2022;2022;0;0;0;3;2;1;2;1;1;1;1;0;0;2uO68
182;École doctorale Physique et chimie-physique;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;1;1;0;3;2;1;0;0;0;0;0;0;0;3My6I
184;École doctorale Mathématiques et informatique de Marseille;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;0;0;0;1;1;0;0;0;0;0;0;0;0;DDObG
184;École doctorale Mathématiques et informatique de Marseille;;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;4;2;2;16;5;11;1;0;1;0;1;0;0;DDObG
184;École doctorale Mathématiques et informatique de Marseille;;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;22;8;14;43;14;29;4;1;3;1;2;1;0;DDObG
205;École doctorale Interdisciplinaire Sciences-Santé;EDISS;4;Chimie;2023;2022-23;2022;2022;2;1;1;3;1;2;1;0;1;1;0;0;0;69W38
205;École doctorale Interdisciplinaire Sciences-Santé;EDISS;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;1;0;1;13;7;6;4;2;2;2;2;0;0;69W38
209;École doctorale Sciences physiques et de L'ingénieur;SPI;8;Sciences pour l'ingénieur;2023;2022-23;2022;2022;18;8;10;86;26;60;23;8;15;10;10;3;0;tZcIZ
211;École doctorale Sciences exactes et leurs applications;ED SEA;2;Physique;2023;2022-23;2022;2022;5;1;4;21;3;18;1;0;1;0;0;0;1;1G1iC
211;École doctorale Sciences exactes et leurs applications;ED SEA;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;5;2;3;13;4;9;10;3;7;4;5;1;0;1G1iC
216;École doctorale Ingénierie pour la santé, la cognition, l'environnement;EDISCE;5;Biologie, médecine et santé;2023;2022-23;2022;2022;62;25;37;225;115;110;45;22;23;12;29;4;0;fPs1t
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;1;Mathématiques et leurs interactions;2023;2022-23;2022;2022;25;3;22;106;26;80;24;5;19;12;11;1;0;Ehx7v
227;École doctorale Sciences de la nature et de l'homme;;2;Physique;2023;2022-23;2022;2022;0;0;0;0;0;0;1;1;0;0;1;0;0;xiDA5
227;École doctorale Sciences de la nature et de l'homme;;7;Sciences de la société;2023;2022-23;2022;2022;2;1;1;9;6;3;4;2;2;0;4;0;0;xiDA5
234;École doctorale de Sciences Po;;6;Sciences humaines et humanités;2023;2022-23;2022;2022;59;20;39;304;135;169;48;29;19;4;8;23;13;ux756
275;École doctorale Sciences de gestion;EDSG;7;Sciences de la société;2023;2022-23;2022;2022;10;5;5;44;19;25;14;7;7;4;5;0;5;6QC4I
305;École doctorale Énergie et environnement;E2;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;1;0;1;10;1;9;0;0;0;0;0;0;0;Kbt8I
305;École doctorale Énergie et environnement;E2;4;Chimie;2023;2022-23;2022;2022;2;1;1;12;7;5;2;1;1;0;2;0;0;Kbt8I
309;École doctorale Systèmes;EDSYS;6;Sciences humaines et humanités;2023;2022-23;2022;2022;1;1;0;1;1;0;0;0;0;0;0;0;0;8TT4b
309;École doctorale Systèmes;EDSYS;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;12;5;7;73;16;57;24;4;20;11;11;2;0;8TT4b
323;École doctorale Génie électrique, électronique et télécommunications;GEET;4;Chimie;2023;2022-23;2022;2022;0;0;0;1;0;1;0;0;0;0;0;0;0;arcz6
323;École doctorale Génie électrique, électronique et télécommunications;GEET;5;Biologie, médecine et santé;2023;2022-23;2022;2022;2;0;2;6;2;4;1;1;0;0;0;1;0;arcz6
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;6;Sciences humaines et humanités;2023;2022-23;2022;2022;50;40;10;234;160;74;37;26;11;4;16;13;4;nWIlG
326;École doctorale Comportement, langage, éducation, socialisation, cognition;CLESCO;7;Sciences de la société;2023;2022-23;2022;2022;0;0;0;9;6;3;1;1;0;0;1;0;0;nWIlG
327;École doctorale Temps, espaces, sociétés, cultures;TESC;9;Sciences et technologies de l'information et de la communication;2023;2022-23;2022;2022;1;1;0;1;1;0;0;0;0;0;0;0;0;IjgiJ
328;École doctorale Arts, lettres, langues, philosophie et communication;ALLPH@;6;Sciences humaines et humanités;2023;2022-23;2022;2022;61;39;22;330;216;114;37;27;10;3;6;15;13;xLxMh
361;École doctorale Sciences et Technologies;ED ST;2;Physique;2023;2022-23;2022;2022;6;2;4;39;16;23;13;7;6;3;7;3;0;cOUmL
364;École doctorale Sciences fondamentales et appliquées;EDSFA;3;Sciences de la terre et de l'univers, espace;2023;2022-23;2022;2022;17;7;10;65;22;43;12;5;7;5;7;0;0;E483q
