NUMERO_ED;École doctorale;Sigle de l'ED;NUMERO_DS;DOMAINE_SCIENTIFIQUE;ANNEE;ANNEE_UNIVERSITAIRE;RENTREE;ANNEE_SOUTENANCE;PREMIERS_INSCRITS;PREMIERS_INSCRITS_F;PREMIERS_INSCRITS_H;TOTAL_INSCRITS;TOTAL_INSCRITS_F;TOTAL_INSCRITS_H;NOMBRE_SOUTENANCES;NOMBRE_SOUTENANCES_F;NOMBRE_SOUTENANCES_H;MOINS_DE_40_MOIS;DE_40_A_52_MOIS;DE_52_A_72_MOIS;PLUS_DE_6_ANS;id_paysage_ED
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;0;0;0;0;0;0;1;0;1;;;;;7wCke
162;École doctorale Mécanique, énergétique, génie civil, acoustique;MEGA;2;Physique;2013;2012-13;2012;2012;3;0;3;3;0;3;3;0;3;;;;;7wCke
166;École doctorale Information, structures et systèmes;I2S;2;Physique;2013;2012-13;2012;2012;28;9;19;78;20;58;10;4;6;;;;;2uO68
180;École doctorale Sciences humaines et sociales : cultures, individus, sociétés;SHS;7;Sciences de la société;2013;2012-13;2012;2012;35;20;15;162;103;59;31;20;11;;;;;D2BT3
181;École doctorale Structure, informations, matière et matériaux;Simem;4;Chimie;2013;2012-13;2012;2012;12;7;5;31;15;16;6;2;4;;;;;c1D6f
211;École doctorale Sciences exactes et leurs applications;ED SEA;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;2;2;0;11;6;5;3;1;2;;;;;1G1iC
217;École doctorale Mathématiques, sciences et technologies de l'information, informatique;MSTII;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;34;7;27;129;30;99;32;5;27;;;;;Ehx7v
218;École doctorale Chimie et sciences du vivant;EDCSV;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;4;2;2;18;7;11;4;2;2;;;;;8bcJh
222;École doctorale Sciences chimiques;EDSC;5;Biologie, médecine et santé;2013;2012-13;2012;2012;0;0;0;4;2;2;0;0;0;;;;;AdU8Q
250;École doctorale Sciences chimiques;;4;Chimie;2013;2012-13;2012;2012;25;10;15;94;37;57;30;12;18;;;;;O0Fav
251;École doctorale Sciences de l'environnement;;4;Chimie;2013;2012-13;2012;2012;5;2;3;18;8;10;9;5;4;;;;;VR28y
251;École doctorale Sciences de l'environnement;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;1;0;1;17;9;8;1;1;0;;;;;VR28y
251;École doctorale Sciences de l'environnement;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;2;2;0;14;8;6;5;2;3;;;;;VR28y
260;École doctorale pluridisciplinaire;;2;Physique;2013;2012-13;2012;2012;1;1;0;3;1;2;0;0;0;;;;;sCk1f
262;École doctorale Sciences juridiques, politiques, économiques et de gestion;DEG;7;Sciences de la société;2013;2012-13;2012;2012;59;28;31;202;102;100;27;12;15;;;;;H7GyL
263;École doctorale Sciences juridiques, économiques et de gestion;;7;Sciences de la société;2013;2012-13;2012;2012;55;22;33;179;81;98;19;10;9;;;;;1nUr6
269;École doctorale Mathématiques, sciences de l'information et de l'ingénieur;MSII;4;Chimie;2013;2012-13;2012;2012;0;0;0;0;0;0;1;1;0;;;;;5E625
273;École doctorale Biologie et biotechnologie;B2T;5;Biologie, médecine et santé;2013;2012-13;2012;2012;45;29;16;223;144;79;55;36;19;;;;;Wtta6
281;École doctorale Droit public et droit fiscal;;7;Sciences de la société;2013;2012-13;2012;2012;60;24;36;442;190;252;13;4;9;;;;;jr1Nt
285;École doctorale Sciences pratiques;;2;Physique;2013;2012-13;2012;2012;5;2;3;28;12;16;8;5;3;;;;;Jd3t2
285;École doctorale Sciences pratiques;;4;Chimie;2013;2012-13;2012;2012;5;5;0;15;11;4;8;2;6;;;;;Jd3t2
285;École doctorale Sciences pratiques;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;4;4;0;10;7;3;3;2;1;;;;;Jd3t2
306;École doctorale Sciences des procédés, sciences des aliments;;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;4;2;2;33;23;10;13;7;6;;;;;adF7W
341;École doctorale Évolution, écosystèmes, microbiologie, modélisation;E2M2;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;4;0;4;15;6;9;2;0;2;;;;;J83I0
341;École doctorale Évolution, écosystèmes, microbiologie, modélisation;E2M2;5;Biologie, médecine et santé;2013;2012-13;2012;2012;19;11;8;50;27;23;9;6;3;;;;;J83I0
353;École doctorale Sciences pour l'ingénieur : mécanique, physique, micro et nanoélectronique;;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;0;0;0;2;0;2;0;0;0;;;;;vk5Kp
354;École doctorale Langues, lettres et arts;LLA;6;Sciences humaines et humanités;2013;2012-13;2012;2012;44;28;16;197;132;65;16;9;7;;;;;RwcSv
355;École doctorale Espaces, cultures, sociétés;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;60;29;31;456;272;184;80;39;41;;;;;2kMf5
364;École doctorale Sciences fondamentales et appliquées;EDSFA;1;Mathématiques et leurs interactions;2013;2012-13;2012;2012;18;6;12;62;15;47;16;6;10;;;;;E483q
364;École doctorale Sciences fondamentales et appliquées;EDSFA;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;31;10;21;88;32;56;17;4;13;;;;;E483q
370;École doctorale Lettres, sciences humaines et sociales;LSHS;6;Sciences humaines et humanités;2013;2012-13;2012;2012;36;22;14;233;127;106;29;16;13;;;;;xAXXx
377;École doctorale Environnement et société;;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;5;2;3;13;6;7;3;2;1;;;;;ZMG5u
377;École doctorale Environnement et société;;7;Sciences de la société;2013;2012-13;2012;2012;8;5;3;30;9;21;6;2;4;;;;;ZMG5u
387;École doctorale Interdisciplinaire pour le vivant;I-ViV;4;Chimie;2013;2012-13;2012;2012;3;1;2;18;11;7;5;1;4;;;;;06uKM
387;École doctorale Interdisciplinaire pour le vivant;I-ViV;5;Biologie, médecine et santé;2013;2012-13;2012;2012;24;14;10;91;54;37;19;11;8;;;;;06uKM
390;École doctorale Génie des procédés et technologies avancées;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;9;2;7;39;13;26;9;3;6;;;;;sK3wm
393;École doctorale Pierre Louis de Santé Publique : Épidémiologie et Sciences de l'information biomédicale;PLSP;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;5;2;3;20;6;14;1;1;0;;;;;69445
397;École doctorale Physique et chimie des matériaux;;4;Chimie;2013;2012-13;2012;2012;48;20;28;144;61;83;26;9;17;;;;;WxSt9
400;École doctorale Savoirs scientifiques : épistémologie, histoire des sciences, didactique des disciplines;;2;Physique;2013;2012-13;2012;2012;2;1;1;19;5;14;0;0;0;;;;;nRax3
409;École doctorale Énergie, mécanique, matériaux;EMMA;2;Physique;2013;2012-13;2012;2012;11;3;8;33;9;24;7;1;6;;;;;KXlbK
417;École doctorale Sciences et Ingénierie;S&I;2;Physique;2013;2012-13;2012;2012;1;0;1;5;0;5;2;0;2;;;;;SSBvE
417;École doctorale Sciences et Ingénierie;S&I;4;Chimie;2013;2012-13;2012;2012;6;3;3;29;14;15;5;2;3;;;;;SSBvE
418;École doctorale Cancérologie : Biologie, médecine, santé;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;43;28;15;225;142;83;46;27;19;;;;;gYm19
420;École doctorale Santé publique Paris 11 - Paris 5;;7;Sciences de la société;2013;2012-13;2012;2012;4;2;2;14;11;3;4;3;1;;;;;3BNdi
423;École doctorale Des génomes aux organismes;;2;Physique;2013;2012-13;2012;2012;0;0;0;2;0;2;0;0;0;;;;;VguHK
427;École doctorale Informatique Paris-sud;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;44;8;36;176;48;128;45;15;30;;;;;u0T33
432;École doctorale Sciences des métiers de l'ingénieur;SMI;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;139;31;108;464;106;358;132;30;102;;;;;nSsHB
434;École doctorale Géographie de Paris - Espaces, sociétés, aménagement;EDGP;6;Sciences humaines et humanités;2013;2012-13;2012;2012;59;30;29;323;176;147;45;22;23;;;;;1FmLX
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;2;Physique;2013;2012-13;2012;2012;0;0;0;1;0;1;0;0;0;;;;;mC35U
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;4;Chimie;2013;2012-13;2012;2012;4;1;3;18;9;9;3;2;1;;;;;mC35U
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;5;3;2;25;15;10;3;3;0;;;;;mC35U
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;7;Sciences de la société;2013;2012-13;2012;2012;12;8;4;41;22;19;4;0;4;;;;;mC35U
435;École doctorale Agriculture, alimentation, biologie, environnement et santé;;10;Sciences agronomiques et écologiques;2013;2012-13;2012;2012;35;21;14;127;66;61;23;15;8;;;;;mC35U
436;École doctorale Médicament, toxicologie, chimie, environnement;MTCE;5;Biologie, médecine et santé;2013;2012-13;2012;2012;33;19;14;114;65;49;42;28;14;;;;;dPsg3
447;École doctorale de l'école polytechnique;;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;2;1;1;11;5;6;5;4;1;;;;;zgCCh
447;École doctorale de l'école polytechnique;;4;Chimie;2013;2012-13;2012;2012;16;5;11;53;19;34;14;10;4;;;;;zgCCh
447;École doctorale de l'école polytechnique;;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;18;7;11;86;22;64;24;5;19;;;;;zgCCh
455;École doctorale Économie, Gestion, Information et Communication;EGIC;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;14;9;5;76;42;34;21;11;10;;;;;qCOg3
456;École doctorale Sciences du sport, de la motricité et du mouvement humain;;5;Biologie, médecine et santé;2013;2012-13;2012;2012;11;5;6;35;15;20;9;6;3;;;;;GqvEI
463;École doctorale Sciences du mouvement humain;SMH;5;Biologie, médecine et santé;2013;2012-13;2012;2012;13;3;10;66;16;50;11;2;9;;;;;UbtlY
463;École doctorale Sciences du mouvement humain;SMH;6;Sciences humaines et humanités;2013;2012-13;2012;2012;11;7;4;21;10;11;2;0;2;;;;;UbtlY
463;École doctorale Sciences du mouvement humain;SMH;7;Sciences de la société;2013;2012-13;2012;2012;2;0;2;2;0;2;0;0;0;;;;;UbtlY
469;École doctorale du Pacifique;EDP;4;Chimie;2013;2012-13;2012;2012;4;3;1;7;5;2;1;0;1;;;;;t9Z2n
472;École doctorale de l'EPHE;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;97;45;52;548;274;274;50;27;23;;;;;27zK4
474;École doctorale Interdisciplinaire européenne frontières du vivant;FDV;7;Sciences de la société;2013;2012-13;2012;2012;1;0;1;1;0;1;0;0;0;;;;;E727j
475;École doctorale Mathématiques, informatique, télécommunications de Toulouse;MITT;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;73;17;56;357;84;273;73;17;56;;;;;xcp2r
477;École doctorale Systèmes intégrés en biologie, agronomie, géosciences, hydrosciences, environnement;SIBAGHE;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;28;12;16;91;39;52;28;11;17;;;;;zfN3N
477;École doctorale Systèmes intégrés en biologie, agronomie, géosciences, hydrosciences, environnement;SIBAGHE;5;Biologie, médecine et santé;2013;2012-13;2012;2012;24;12;12;82;43;39;37;20;17;;;;;zfN3N
478;École doctorale Sciences de Gestion;;7;Sciences de la société;2013;2012-13;2012;2012;12;5;7;67;31;36;16;7;9;;;;;q34kB
480;École doctorale Montaigne-humanités;;6;Sciences humaines et humanités;2013;2012-13;2012;2012;119;76;43;615;339;276;84;42;42;;;;;f3SeZ
482;École doctorale Sciences de la matière;SDM;2;Physique;2013;2012-13;2012;2012;35;13;22;126;36;90;32;10;22;;;;;kmeZ4
482;École doctorale Sciences de la matière;SDM;4;Chimie;2013;2012-13;2012;2012;61;28;33;260;108;152;76;34;42;;;;;kmeZ4
483;École doctorale Histoire, géographie, aménagement, urbanisme, archéologie, science politique, sociologie, anthropologie;SCSO;7;Sciences de la société;2013;2012-13;2012;2012;4;1;3;13;6;7;3;1;2;;;;;hc6u4
488;École doctorale Sciences, ingénierie, santé;SIS;4;Chimie;2013;2012-13;2012;2012;8;4;4;21;10;11;6;5;1;;;;;Fy2lK
488;École doctorale Sciences, ingénierie, santé;SIS;8;Sciences pour l'ingénieur;2013;2012-13;2012;2012;19;8;11;103;36;67;29;12;17;;;;;Fy2lK
488;École doctorale Sciences, ingénierie, santé;SIS;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;36;9;27;143;37;106;28;8;20;;;;;Fy2lK
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;8;4;4;29;16;13;6;0;6;;;;;6pT77
489;École doctorale Sciences et ingénierie des systèmes, de l'environnement et des organisations;SISEO;7;Sciences de la société;2013;2012-13;2012;2012;9;4;5;41;23;18;9;5;4;;;;;6pT77
491;École doctorale Langages, idées, sociétés, institutions, territoires;LISIT;6;Sciences humaines et humanités;2013;2012-13;2012;2012;77;42;35;352;191;161;40;18;22;;;;;iB25j
494;École doctorale Jean-Henri Lambert;;9;Sciences et technologies de l'information et de la communication;2013;2012-13;2012;2012;13;3;10;38;8;30;4;1;3;;;;;A3m51
495;École doctorale Végétal, environnement, nutrition, agroalimentaire, mer;VENAM;3;Sciences de la terre et de l'univers, espace;2013;2012-13;2012;2012;3;2;1;8;5;3;0;0;0;;;;;HL495
495;École doctorale Végétal, environnement, nutrition, agroalimentaire, mer;VENAM;6;Sciences humaines et humanités;2013;2012-13;2012;2012;0;0;0;1;1;0;0;0;0;;;;;HL495
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;5;Biologie, médecine et santé;2013;2012-13;2012;2012;76;37;39;247;130;117;68;36;32;;;;;0D9Je
497;École doctorale Normande de Biologie Intégrative, Santé, Environnement;Ed NBISE;6;Sciences humaines et humanités;2013;2012-13;2012;2012;0;0;0;3;1;2;0;0;0;;;;;0D9Je
